මට විහිළුවක් කියන්න,"ඇන්ඩීස් හි කඳු එළුවන් ගැන ඔබ අසා තිබේද? එය ""ba a a a a a d"" විය."
මට විහිළුවක් කියන්න,"මට කිසිදා මුහුණක් අමතක නොවේ, නමුත් ඔබේ නඩුවේදී මම ව්‍යතිරේකයක් කරමි."
මට විහිළුවක් කියන්න,කට ඇරගෙන සියලු සැකයන් දුරු කරනවාට වඩා නිශ්ශබ්දව සිටීම සහ මෝඩයෙකු ලෙස සැලකීම හොඳය.
මට විහිළුවක් කියන්න,ඕම් කොමඩියක් නෙවෙයි ඇයි ඔයා විහිළුවක් බලන්නේ නැත්තේ?
මට විහිළුවක් කියන්න,"ගිජුලිහිණියන් දෙදෙනෙකු ගුවන් යානයකට ගොඩ වූ අතර, එක් එක් මියගිය රකූන් දෙදෙනෙකු රැගෙන ය. සේවක සේවිකාව ඔවුන්ව නවත්වා ""සමාවෙන්න සර්, එක් මගියෙකුට එක මළකඳක් පමණයි"" යැයි පවසයි."
මට විහිළුවක් කියන්න,"හොට් ඩෝග් වෙළෙන්දාට බෞද්ධයා කීවේ කුමක්ද? ""මාව හැමදේකින්ම කෙනෙක් කරන්න."""
මට විහිළුවක් කියන්න,nasa මෑතකදී පර්යේෂණාත්මක අරමුණු සඳහා හොල්ස්ටයින් ගණනාවක් කක්ෂයට යවා ඇත. ඔවුන් එය හැඳින්වූයේ ලොව වටා වෙඩි තබන රංචුව ලෙසිනි.
මට විහිළුවක් කියන්න,බෝල් කුරුමිණියන් දෙදෙනෙකු හැදී වැඩුණේ එස්. කැරොලිනා. එක් අයෙක් හොලිවුඩයට ගොස් ධනවත් තරුවක් විය. අනෙකා කැරොලිනාවේ නැවතී සිටි අතර කිසි විටෙක වැඩි මුදලක් නොතිබුණි - සහ ස්වභාවිකවම කුරුමිණියන් දෙදෙනෙකුට වඩා අඩු ලෙස ප්රසිද්ධ විය.
මට විහිළුවක් කියන්න,"කයැක් එකක සිටි එස්කිමෝවරු දෙදෙනෙක් සීතල වී ගිය නිසා, ඔවුන් ගින්නක් ඇති කළ අතර, එය යාත්‍රාව ගිල්වා දැමුවේ, ඔබේ කයාක් ලබාගෙන එය ද රත් කළ නොහැකි පැරණි කියමන සනාථ කරමින්."
මට විහිළුවක් කියන්න,"කකුල් තුනේ බල්ලෙක් පැරණි බටහිර සැලුන් එකකට ඇවිදිමින්, බාර් එක වෙත ලිස්සා ගොස් ""මගේ පාදයට වෙඩි තැබූ පුද්ගලයා මම සොයමි"" යනුවෙන් නිවේදනය කරයි."
